experience_level,years_experience,employment_type,company_size,remote_ratio,benefits_score,job_description_length,skill_count
2,6,0,0,100,8.8,1298,4
0,0,0,0,100,6.6,1823,4
2,5,0,1,100,6.3,644,3
2,5,0,0,0,6.8,1294,5
3,10,0,0,50,7.9,1418,3
2,5,0,0,0,8.4,2236,5
3,17,0,1,50,9.1,1635,4
0,1,1,0,100,7.7,2344,4
1,3,0,1,100,5.0,1465,5
1,4,0,2,100,5.9,2041,4
2,5,0,2,0,9.3,1446,3
0,1,1,0,50,8.2,2035,5
0,0,0,2,0,6.4,1468,5
2,6,0,0,100,8.8,2485,5
3,14,1,1,50,6.4,2422,3
1,2,0,1,100,5.8,1669,5
0,0,0,1,100,8.8,1939,5
3,17,0,2,100,6.0,1098,5
3,16,0,0,100,8.5,2484,3
3,19,1,1,0,5.6,2079,4
3,13,0,0,100,8.7,507,4
0,1,1,1,100,9.4,2076,4
3,17,0,2,0,5.9,1365,5
0,0,0,0,100,8.1,1977,4
1,4,0,1,100,6.2,946,4
0,1,0,0,0,8.9,698,3
0,1,0,2,50,6.0,1195,5
1,2,0,2,50,5.2,652,5
2,5,1,2,100,6.3,725,5
2,7,0,0,50,6.1,806,3
1,2,0,0,50,7.1,1125,4
0,1,0,0,50,6.1,2499,3
1,4,0,0,0,7.9,2397,4
3,19,1,2,100,9.2,1541,3
1,4,0,1,50,6.8,1439,5
1,2,0,1,50,9.9,2194,5
2,6,0,1,50,6.4,1239,5
0,0,0,0,0,5.2,1315,4
3,14,0,2,0,8.8,2267,3
2,6,0,2,50,7.1,1716,4
1,4,0,1,0,5.4,1767,4
3,14,1,1,0,5.5,912,3
1,3,0,1,100,8.1,779,5
2,9,0,1,100,8.5,938,5
2,8,1,0,50,5.6,2050,4
1,3,0,1,100,6.7,1833,5
1,3,0,0,0,6.8,1824,4
3,14,0,1,100,7.3,824,5
1,3,0,0,50,9.7,1379,5
0,1,1,2,50,9.9,1107,5
0,1,0,2,100,8.9,2290,5
1,2,0,0,50,6.0,1501,4
0,1,0,0,0,7.7,2189,5
0,0,0,2,100,8.2,1802,5
0,1,0,2,0,9.1,907,3
3,12,0,0,50,7.2,594,3
0,1,0,2,0,8.9,2168,4
3,13,0,0,0,9.2,2380,4
3,17,0,2,0,8.0,1005,3
2,9,0,0,100,8.0,1336,3
3,17,1,1,100,6.8,1783,5
0,1,1,1,50,8.7,1644,4
1,4,0,2,100,5.3,1914,4
3,11,0,0,100,6.0,838,3
2,9,1,2,0,9.8,1738,5
0,1,0,1,100,8.2,967,3
2,5,0,1,50,8.3,1446,5
3,10,0,1,0,7.9,2472,5
0,1,0,1,0,8.8,1697,3
0,0,0,0,50,8.6,1165,5
1,2,0,1,50,6.2,1518,4
0,0,0,2,50,7.2,1223,4
3,15,1,2,50,5.3,1460,4
0,1,0,1,0,6.9,1123,4
2,5,0,0,0,5.8,1236,3
0,0,0,0,0,9.5,916,3
1,2,0,2,100,6.6,1777,5
2,5,1,2,50,6.7,835,4
1,3,0,2,50,6.3,2305,5
2,6,0,2,0,9.9,2372,3
1,4,1,1,0,7.0,1001,3
0,0,0,1,0,5.7,2049,4
2,7,0,1,100,5.7,949,5
1,2,0,0,50,6.0,1760,4
2,9,1,2,0,8.1,856,4
0,0,0,2,50,9.7,1955,5
1,2,1,0,0,7.2,1760,5
0,1,0,2,50,6.2,1039,4
0,1,0,0,0,7.1,2139,3
1,4,1,2,50,8.1,2309,5
0,1,0,0,0,5.9,1640,4
2,6,0,2,0,9.6,1649,3
0,0,0,1,50,6.2,2346,3
3,15,0,2,50,9.4,1578,4
2,5,0,1,50,5.4,1142,4
0,0,0,0,50,5.2,973,3
1,3,0,1,100,7.5,1602,5
3,13,0,1,50,8.0,1674,4
3,11,1,2,50,7.5,1900,5
0,1,1,0,0,8.8,2110,3
1,2,0,2,100,6.3,766,4
2,6,1,1,100,5.4,2356,3
3,14,0,0,100,6.5,1062,5
3,15,1,0,100,7.6,2422,3
1,3,0,2,100,6.1,2363,3
2,5,0,2,50,8.3,1096,4
0,1,0,2,50,5.1,1554,3
0,0,0,2,50,9.4,815,3
0,1,0,0,0,5.8,2378,4
2,7,0,1,100,5.8,1358,3
0,0,0,0,0,8.5,2351,5
2,6,0,1,0,8.3,1769,3
0,1,0,0,0,8.9,1197,5
2,6,0,0,0,5.5,2198,3
0,0,0,1,100,5.7,2143,5
3,14,0,0,0,6.6,2001,5
2,7,0,1,0,8.1,513,5
2,7,0,0,50,5.2,531,4
1,2,1,0,0,5.8,2165,4
0,0,0,1,50,6.6,2002,5
3,16,0,1,50,9.3,875,4
3,11,0,2,0,5.6,1658,3
0,0,0,1,50,7.5,1410,5
0,1,0,0,100,8.7,1021,3
1,2,1,2,50,7.3,1965,3
3,16,0,0,50,7.5,824,3
3,15,1,0,50,6.7,768,5
1,2,0,1,50,7.6,2072,4
1,4,0,2,100,9.7,505,4
0,1,0,2,100,5.0,2000,4
3,12,0,0,50,5.5,809,5
2,7,1,2,100,9.4,852,5
3,10,1,0,0,9.2,1720,3
2,5,1,0,100,7.0,1399,4
0,1,0,0,100,9.0,1241,3
1,2,0,0,0,5.3,1941,5
0,1,0,2,0,6.5,914,4
3,15,0,2,50,7.3,1866,3
0,0,0,2,50,7.5,2043,4
0,0,1,2,50,8.9,2437,5
1,3,1,1,50,8.3,1473,5
2,6,0,1,0,8.9,1115,4
0,0,1,2,100,6.8,1507,5
0,1,1,0,0,6.3,706,4
3,15,0,1,0,6.3,1330,4
3,11,0,1,100,7.9,1052,3
2,8,0,2,50,6.9,2452,4
0,0,1,2,50,8.7,1995,5
0,1,0,2,50,7.0,2140,3
3,16,0,0,100,9.5,1901,5
2,8,0,1,100,7.0,2430,5
2,7,0,0,100,9.9,981,5
1,2,0,0,50,9.2,2142,3
0,0,0,1,100,9.2,848,4
2,6,0,2,0,9.9,1574,5
0,1,0,1,50,8.4,1635,4
1,4,0,2,50,8.0,886,5
1,3,0,2,0,5.6,2456,5
0,0,1,2,50,6.9,1021,3
0,0,1,1,100,7.2,1279,5
2,6,1,2,100,6.5,763,3
3,13,0,2,50,5.2,733,3
0,0,0,0,0,6.8,2074,5
3,16,0,2,100,9.2,1741,3
0,0,0,2,100,6.8,1644,5
3,10,0,1,50,7.4,1872,5
0,0,0,1,0,5.2,2070,5
1,3,1,2,100,5.7,1293,4
0,1,1,0,100,5.9,2104,4
1,2,1,1,50,9.2,2142,4
1,4,1,2,50,7.4,2316,3
2,8,1,2,50,8.9,2480,5
3,17,0,2,100,5.6,1789,3
1,3,0,1,0,8.3,2388,4
0,0,0,0,50,5.4,1290,5
1,2,1,0,100,8.1,2326,4
1,4,0,0,0,7.2,1560,5
0,1,0,0,100,8.0,1267,3
1,4,1,1,100,9.9,1771,5
0,1,0,2,0,7.6,952,3
0,1,0,0,50,5.7,1133,5
1,3,0,0,0,9.0,2328,3
3,17,1,1,50,5.4,1418,3
2,5,1,2,50,5.8,1604,4
1,4,0,0,100,6.6,1268,4
1,4,0,1,50,5.6,814,5
2,7,0,2,50,6.1,1961,3
3,17,0,2,100,7.7,980,3
3,14,1,2,0,10.0,2056,3
3,13,0,0,0,8.8,806,3
3,14,0,2,0,9.8,859,3
3,18,0,0,0,7.9,1251,3
2,9,0,0,50,9.5,2303,4
0,0,0,2,100,8.3,665,3
3,13,0,1,100,9.7,1799,3
3,16,0,1,0,9.7,1471,4
1,2,1,0,50,6.4,2199,3
1,3,0,0,0,9.3,2224,5
2,5,0,0,0,7.7,2457,5
0,0,0,0,50,5.7,2448,4
2,5,1,1,100,9.1,690,3
1,4,0,2,100,7.1,1570,4
2,9,1,1,0,7.8,828,3
3,14,1,1,50,8.5,2477,4
3,14,0,1,50,5.3,2142,4
3,15,0,2,0,9.4,2289,4
1,3,0,0,0,6.8,2143,4
1,3,1,1,100,9.8,2080,5
3,15,0,1,100,6.1,1157,5
0,0,0,1,100,5.1,1456,5
1,4,0,1,100,9.4,1045,4
3,12,1,2,0,6.7,1440,4
1,4,0,0,100,8.8,1348,3
0,0,0,1,50,7.6,2116,5
1,4,1,0,50,9.1,1975,4
1,2,0,1,0,9.4,1543,5
1,3,0,2,100,5.8,1993,4
1,3,1,2,0,6.2,1548,5
2,7,0,0,50,6.7,1122,3
0,0,0,1,100,9.2,2422,4
3,10,1,0,100,9.5,1794,4
0,1,1,1,0,7.9,978,5
3,18,0,0,100,9.3,1518,5
2,5,0,1,50,9.6,1017,5
0,1,1,0,0,7.3,765,4
3,10,0,0,50,5.4,1215,4
3,11,1,2,0,6.2,2351,5
1,4,0,0,50,7.0,1294,5
1,3,0,0,100,6.6,1726,3
3,19,0,1,100,8.4,1871,3
0,1,0,0,100,10.0,1153,5
2,8,0,2,50,5.7,955,4
0,1,0,2,50,6.8,786,5
1,4,0,0,50,7.0,2140,3
3,17,0,0,50,6.9,935,4
0,1,0,1,100,5.4,2399,4
3,12,0,2,100,7.0,2116,5
1,3,0,2,0,5.3,1719,5
1,4,0,2,100,7.1,1635,3
1,2,0,0,50,7.4,1387,5
1,4,0,2,0,8.4,2033,3
1,2,0,1,0,6.2,1575,4
0,0,0,1,50,9.4,879,5
2,8,1,1,100,9.2,1472,3
3,14,0,1,100,6.4,2169,3
1,4,1,2,50,5.5,1910,3
0,1,0,2,100,6.1,661,3
3,13,0,2,0,9.9,530,4
3,13,0,0,50,9.6,951,5
2,5,0,1,0,5.6,2095,4
0,0,0,2,100,5.8,1758,5
2,6,0,0,50,5.8,1664,4
3,11,0,1,0,7.8,1587,5
2,9,0,1,0,8.7,1048,5
0,1,1,1,50,7.7,1986,4
3,16,0,1,100,5.5,2364,4
1,2,0,2,0,9.9,1541,5
1,4,0,0,50,8.8,1573,3
0,0,0,2,0,8.2,1535,4
2,8,0,0,50,8.1,1380,5
0,1,1,1,100,6.0,1951,4
2,9,0,0,100,6.2,680,4
3,18,0,1,100,7.1,2102,3
0,0,0,0,0,9.9,1247,3
3,10,0,1,0,8.2,1197,3
0,0,1,1,0,5.4,1648,3
1,4,0,1,100,8.1,2305,5
2,6,1,1,0,6.4,2341,4
1,3,1,2,0,8.9,1230,3
1,2,0,1,50,7.0,2161,5
1,2,1,2,100,9.2,1205,5
0,1,1,0,100,8.9,1329,5
0,0,0,2,50,9.5,1579,5
0,1,0,0,0,9.0,2376,3
3,13,0,2,0,6.8,603,4
1,4,1,0,50,5.8,2172,5
1,2,1,1,0,7.8,537,4
1,2,0,2,50,5.7,2216,3
3,12,0,1,100,9.3,1036,3
3,10,0,2,0,8.6,1220,5
2,9,0,2,0,9.4,1967,4
0,0,0,1,100,9.8,2497,4
2,7,0,1,0,7.7,524,3
1,4,0,0,100,6.2,1950,5
0,1,0,1,0,9.9,2069,5
1,3,1,2,50,6.4,1901,5
0,0,0,2,0,8.4,950,4
3,16,0,2,50,7.0,1823,4
2,9,0,0,100,5.8,1846,3
0,0,0,2,100,6.7,1970,5
0,1,0,2,50,6.6,1397,4
0,0,0,1,50,6.8,546,5
3,15,0,1,100,9.6,1030,4
3,13,0,0,50,5.9,746,4
2,6,0,0,100,7.8,888,5
1,3,1,1,0,7.7,1624,3
0,1,0,1,0,5.9,1861,3
0,1,0,0,100,6.1,1375,4
0,0,0,2,100,6.3,1922,4
3,13,0,1,0,6.5,2201,4
0,1,0,0,50,5.0,1235,4
3,16,0,0,100,5.2,2363,3
1,2,0,2,100,8.2,2349,3
1,2,0,1,100,8.4,1058,3
3,14,1,1,50,7.5,2082,5
2,9,1,2,50,5.1,2013,4
1,2,0,2,0,9.8,1370,4
0,0,0,1,0,9.6,1706,5
0,1,0,2,50,6.5,823,5
1,4,0,0,100,8.9,1360,4
1,2,0,0,0,7.9,1670,5
2,5,0,2,50,8.0,2418,3
0,1,0,1,100,5.1,870,3
0,1,0,0,100,7.8,1691,4
2,5,1,0,50,9.0,2208,3
2,5,1,2,100,5.1,2062,5
3,10,0,2,100,9.4,592,4
0,0,1,2,50,8.8,2140,5
1,2,0,0,50,8.2,2123,5
1,2,0,2,50,8.3,544,3
3,11,0,1,50,6.2,1394,4
3,14,0,1,100,5.4,1008,4
2,6,1,2,50,5.8,1892,5
2,7,0,1,100,8.9,1874,4
2,8,0,1,50,7.6,2493,3
1,4,0,2,100,8.5,1538,3
3,10,0,0,50,6.5,582,3
2,9,1,1,50,7.4,2060,3
3,12,1,0,100,6.4,1721,3
0,0,0,0,100,9.3,526,5
3,13,0,2,100,6.9,2262,4
1,2,0,2,100,8.8,1187,4
2,7,0,0,0,5.7,2379,5
3,15,0,1,100,5.5,2355,3
3,13,0,0,0,8.3,2341,5
0,0,0,2,50,8.4,1976,3
1,2,0,0,100,6.6,980,4
1,4,0,1,100,9.5,1085,5
0,1,0,2,100,7.2,1749,4
2,7,0,2,100,8.4,2486,4
3,10,0,1,100,7.7,1907,4
1,4,1,0,0,7.0,807,3
1,3,1,0,50,7.7,2135,5
0,0,1,2,100,8.6,2105,5
1,3,0,0,100,8.3,910,5
0,1,0,1,50,9.3,620,5
3,18,1,1,50,6.8,769,3
1,3,1,0,100,7.2,2473,5
0,1,0,0,50,9.6,1220,4
2,8,0,0,100,6.1,570,4
0,0,1,1,100,5.8,2383,4
3,17,1,0,50,6.5,907,4
3,12,0,2,50,5.9,925,4
3,11,0,0,50,8.0,1699,4
0,0,1,0,0,7.4,619,3
0,1,0,2,0,6.9,1474,3
0,0,0,2,50,5.9,1216,4
3,18,1,0,50,7.3,504,4
1,4,0,2,50,7.5,1417,3
1,2,0,2,0,9.7,1741,4
3,17,0,1,50,6.1,1434,4
0,0,0,0,100,8.5,736,5
0,1,0,1,50,8.6,1987,3
3,16,1,2,0,5.4,853,4
2,9,0,0,50,7.0,1367,5
0,1,0,2,50,6.0,588,4
1,3,0,2,50,7.6,1812,3
3,15,1,2,100,5.5,2120,3
0,1,1,2,100,5.1,1578,3
0,0,0,1,100,9.7,1816,3
2,7,0,2,0,6.3,1259,5
3,19,0,1,50,7.5,2254,4
2,5,0,0,50,5.6,1869,3
2,5,0,2,0,9.8,2251,3
3,14,1,1,0,8.1,2373,3
2,7,0,2,0,6.7,2424,5
3,10,0,1,0,6.7,998,4
2,8,0,2,100,8.7,1474,5
0,0,0,1,50,7.0,1270,5
0,1,0,0,0,8.9,1643,4
3,16,1,0,50,6.7,1596,5
0,1,0,2,100,9.0,746,3
3,13,0,2,50,9.1,1524,5
2,6,1,2,0,8.7,1278,3
1,3,0,1,0,8.5,1032,5
3,11,1,2,0,9.1,2137,5
0,1,1,1,100,9.3,2081,4
3,12,0,0,100,6.5,1489,3
3,14,0,0,50,7.5,1929,3
3,14,0,0,100,5.3,1098,4
0,0,0,0,50,6.7,1119,4
0,1,1,0,0,7.3,1816,4
0,0,1,1,100,5.3,2234,3
1,4,0,2,50,9.3,1270,4
2,7,0,1,50,7.9,910,4
1,2,0,0,50,8.6,2302,4
0,0,1,1,100,9.2,1973,5
0,1,0,2,50,6.8,925,3
2,7,0,0,0,7.2,1681,3
1,4,0,0,50,8.1,1977,4
1,4,1,1,0,8.9,804,5
2,6,1,0,50,7.5,2124,5
2,6,0,1,0,5.3,812,3
0,1,0,0,100,6.1,1603,4
0,0,0,2,100,8.6,2209,5
1,2,0,2,50,6.7,699,4
2,8,1,0,50,7.7,1104,5
0,0,0,2,0,9.1,798,4
0,0,0,0,50,9.6,766,3
2,7,0,2,0,7.2,2371,5
1,3,0,2,50,8.5,2029,3
0,1,0,0,100,5.6,1428,5
0,0,0,0,50,9.9,1371,3
2,6,0,2,0,8.7,2043,5
1,3,0,0,50,5.8,2182,3
3,14,0,0,50,5.1,2122,3
2,8,0,1,0,8.0,1350,3
1,4,0,0,0,8.4,1923,4
1,3,0,2,0,7.6,1835,3
0,1,0,0,0,6.0,1176,3
0,0,1,1,100,7.4,2405,5
1,2,0,2,50,6.2,796,3
2,6,0,0,50,5.7,1748,3
0,1,0,1,50,8.7,1117,5
0,0,1,0,50,8.2,1797,3
0,0,0,0,50,7.9,1716,3
2,8,0,2,50,5.8,769,4
3,10,0,1,0,8.1,1025,5
3,14,0,1,50,7.3,2300,5
1,4,0,1,0,7.4,1248,3
1,4,0,0,100,7.7,638,3
2,7,1,1,100,7.6,1525,3
2,7,0,1,50,7.9,2355,3
2,7,1,1,0,8.2,1455,3
0,0,1,0,50,7.9,1617,4
2,6,1,0,50,8.9,2167,3
0,1,0,1,50,6.5,1418,3
2,6,0,2,50,6.8,692,5
0,0,0,0,100,8.7,965,3
2,8,0,1,0,7.1,1962,5
2,9,0,1,50,8.0,2119,5
1,4,0,2,50,8.5,2459,5
0,0,0,2,0,9.3,1362,4
1,4,0,0,0,9.3,964,4
1,3,0,1,50,8.5,1767,4
1,4,0,1,50,7.8,2255,5
0,0,0,1,100,9.7,1097,3
2,9,0,1,50,6.4,1548,3
0,0,0,2,100,7.7,808,5
2,8,0,1,100,6.5,996,3
3,13,0,1,50,7.1,791,5
2,5,0,1,50,7.7,801,5
1,3,0,1,100,7.1,1491,4
0,0,0,0,0,6.2,2383,3
3,12,1,1,0,5.4,623,4
1,4,0,2,50,7.5,1454,4
0,0,1,0,100,7.7,1247,3
2,5,0,0,100,6.7,810,5
2,8,1,0,0,7.2,2298,5
3,18,0,2,50,8.1,1655,5
1,4,1,1,100,7.0,2224,5
2,7,1,2,100,5.5,2000,4
2,9,0,1,100,5.8,601,5
3,16,0,1,0,9.1,1264,4
0,0,0,1,0,9.4,2164,3
3,14,1,2,100,9.9,2431,5
3,13,0,2,0,7.1,1103,5
1,3,0,0,50,9.7,1797,5
1,4,1,0,100,9.5,1024,5
1,2,0,1,0,9.5,517,3
0,0,0,1,50,9.6,1666,4
2,6,1,0,50,8.1,1058,4
0,0,0,0,50,5.5,1070,3
2,9,0,2,100,5.9,2026,4
1,4,0,0,100,8.9,1306,3
1,2,0,0,100,9.0,2170,4
2,6,0,1,0,6.5,721,3
3,12,0,1,50,5.2,1632,5
2,6,0,1,100,9.0,2219,4
3,16,0,1,100,9.7,1458,3
1,2,1,0,100,7.1,2272,4
3,12,1,1,100,9.7,2114,3
1,4,1,2,0,7.8,502,5
2,5,1,1,50,10.0,2415,5
0,0,0,1,100,9.9,1029,4
0,0,0,2,0,9.8,2400,4
1,4,1,2,100,9.6,2375,5
1,4,0,2,50,5.1,2415,3
3,10,0,2,50,9.9,856,3
0,1,0,2,50,6.6,1317,3
3,18,0,1,100,5.3,2395,3
0,0,0,0,0,6.8,563,4
0,0,1,2,0,7.7,821,4
0,0,0,2,50,8.6,1666,3
1,4,1,2,0,5.6,1697,3
2,8,0,0,100,8.1,840,3
1,2,0,1,0,9.8,1842,4
1,3,1,2,50,8.5,1849,5
1,2,0,0,0,7.1,1791,3
2,7,0,2,0,9.0,1053,5
1,4,0,0,100,6.2,2200,3
3,13,0,0,0,5.0,724,5
0,1,1,2,0,8.3,1201,5
0,0,0,0,100,6.2,2334,4
2,5,0,1,100,7.7,1286,4
3,13,0,1,50,6.4,1764,3
2,5,0,1,0,9.0,1304,5
0,0,0,1,0,5.8,1463,4
1,3,0,2,100,7.0,889,4
0,0,0,2,0,7.9,659,4
1,3,0,1,50,9.5,2172,4
3,11,0,1,100,8.5,730,4
2,8,0,1,50,7.1,942,3
2,7,0,0,0,5.5,1142,4
1,2,0,1,100,8.2,1318,3
3,18,0,2,50,8.8,1405,3
3,18,0,1,0,9.0,1522,4
1,2,1,1,50,9.4,861,3
2,8,0,1,100,6.4,1926,4
1,4,1,2,0,6.5,602,3
1,3,0,1,100,7.0,1728,4
1,2,0,0,100,8.6,1404,3
1,3,0,0,50,9.0,2234,4
2,7,1,0,50,9.2,2391,3
3,12,0,2,0,5.9,840,3
2,9,0,1,100,5.0,626,5
2,9,0,1,0,6.2,2272,5
0,1,0,0,100,9.6,759,5
3,12,0,0,0,7.9,2145,3
3,13,0,0,100,5.6,1890,4
3,11,0,1,100,5.5,1561,3
3,15,1,1,100,5.1,1906,3
2,7,0,0,100,5.9,1307,4
1,2,0,0,0,7.7,2170,4
0,1,0,2,100,5.0,600,4
0,1,0,2,50,8.2,2089,3
2,5,1,1,100,9.8,971,4
1,3,0,0,50,7.7,1816,3
1,4,1,0,100,8.7,1890,3
1,3,0,2,0,9.6,2441,4
3,11,0,1,50,7.8,1326,5
1,3,0,2,0,5.3,1139,5
2,5,0,1,50,7.3,2301,4
3,19,1,0,100,6.3,877,5
3,14,1,0,100,5.5,1191,4
0,0,0,1,100,5.2,1751,5
1,4,0,1,50,7.7,2274,3
2,5,0,1,50,5.0,1574,4
2,6,1,0,100,5.9,1841,5
1,4,0,1,100,5.9,1425,5
3,18,0,2,50,6.5,1282,3
3,19,0,0,50,6.8,1829,4
0,0,1,2,50,9.5,974,5
1,2,0,2,50,7.1,2191,5
0,0,0,2,0,7.0,2159,5
2,8,1,2,50,6.1,1386,5
2,6,1,2,0,6.2,1409,5
1,3,0,1,0,8.1,513,4
1,2,0,1,50,5.6,2058,5
1,2,0,1,50,8.6,2189,4
2,6,0,2,50,7.5,2014,4
3,13,0,1,100,5.5,1101,4
3,11,1,1,100,6.9,860,4
2,8,0,1,0,5.9,789,5
0,1,0,1,0,9.4,2432,5
0,0,1,0,0,7.6,1655,3
2,7,0,1,100,8.1,639,3
2,5,0,0,0,7.2,2317,5
3,16,0,1,50,5.4,1796,5
3,18,0,1,100,9.9,2185,4
2,6,0,1,0,6.3,1593,5
0,1,0,0,0,9.3,1544,5
3,17,0,0,50,9.1,846,5
0,1,0,1,50,8.4,915,5
2,9,0,2,0,8.0,1609,4
1,4,0,0,50,9.5,1474,5
2,7,0,0,0,8.4,1624,5
0,0,0,1,0,5.3,1059,5
3,15,1,0,50,5.5,2059,3
0,1,1,0,50,6.8,956,3
1,4,0,0,0,5.9,1908,5
2,7,0,2,50,5.9,2212,5
0,1,1,0,100,5.9,1981,4
1,2,0,0,100,9.7,1326,3
1,3,1,0,100,8.3,1818,3
0,0,0,1,0,9.8,1869,5
1,4,0,1,100,5.0,1850,5
1,2,1,2,50,6.8,1245,4
0,1,0,1,0,9.7,2413,5
0,1,0,1,50,5.0,2320,3
1,4,0,1,100,6.8,1837,5
1,2,0,0,50,8.1,2446,4
1,3,0,2,50,7.1,2186,3
0,1,1,0,100,9.6,2290,4
0,0,1,1,50,6.9,542,5
3,13,0,2,100,8.2,2004,5
1,4,1,2,100,5.3,1752,5
0,0,0,0,0,9.1,1080,3
3,13,1,0,100,5.4,922,4
3,18,0,2,0,5.8,644,3
1,3,0,2,50,8.8,2075,5
0,0,0,1,0,9.9,829,3
2,9,0,2,100,6.8,971,3
1,2,0,0,50,8.9,1180,3
1,4,1,2,50,6.0,2092,4
1,2,0,1,100,8.9,1426,3
1,4,0,0,50,5.4,2064,3
3,18,1,0,50,5.6,1136,4
2,7,0,2,0,5.0,1539,4
2,8,1,1,50,9.6,693,5
3,16,0,1,100,5.6,1382,4
0,0,0,0,0,5.2,531,3
1,3,0,1,50,6.3,644,4
2,7,0,1,50,5.3,951,5
0,0,0,2,0,9.1,1958,4
2,7,0,2,100,9.8,1129,5
3,17,0,0,50,9.7,1141,4
2,8,0,1,50,8.2,1740,4
3,13,0,2,0,9.7,1259,5
3,14,1,1,0,8.6,778,4
0,0,0,0,50,9.5,817,4
3,15,1,0,50,6.6,1682,4
0,1,0,0,50,9.2,981,5
0,1,0,2,50,7.2,1055,4
3,16,0,1,100,5.5,2374,5
2,6,1,2,50,5.9,1148,3
2,9,0,0,0,6.6,1556,4
0,0,0,0,0,5.0,1018,5
0,0,0,2,50,7.3,1349,5
1,2,0,1,100,9.2,748,4
1,2,1,0,100,6.9,1997,5
0,1,1,1,100,7.2,1037,3
0,0,0,0,0,7.1,1403,3
1,3,0,0,100,6.9,2346,3
0,1,0,2,0,8.1,884,4
3,19,0,2,50,8.2,1249,4
1,4,0,2,50,7.8,1799,5
1,3,0,1,100,7.1,1433,3
2,5,0,1,50,7.2,676,3
2,7,0,1,100,9.9,1901,5
2,8,0,1,50,8.4,2006,5
3,16,0,0,0,9.9,1380,4
1,3,0,0,100,5.1,1781,5
1,4,0,1,100,5.7,865,4
2,8,0,0,0,8.1,1557,4
3,19,0,0,50,8.9,1174,4
3,13,0,0,50,8.1,1973,4
3,18,0,2,50,9.0,1529,5
0,1,0,1,50,9.3,1329,3
2,9,0,2,0,7.1,1957,5
3,12,1,2,100,7.3,2474,5
3,13,1,2,0,6.6,843,5
3,18,0,1,50,7.4,1767,4
3,18,0,0,100,5.2,1854,5
2,6,0,0,0,7.3,942,4
2,8,0,1,100,8.0,2498,5
2,7,0,2,50,9.9,1155,3
2,8,1,2,0,6.7,1174,3
3,19,0,0,50,6.3,1978,3
1,4,1,1,0,9.3,1076,3
2,8,0,2,0,8.0,1943,3
2,6,0,2,100,8.5,813,4
1,4,0,2,100,7.1,1139,3
1,2,0,2,50,5.2,2407,4
3,12,0,0,50,5.1,1195,3
2,7,1,2,100,7.4,1827,5
3,11,0,2,0,9.6,1199,3
2,9,0,0,0,6.6,1373,5
3,15,0,1,100,8.5,2232,4
0,1,0,1,0,9.0,1573,4
1,2,1,2,0,7.5,678,4
1,4,0,1,100,8.7,1739,5
2,5,0,2,100,7.9,1334,5
0,0,0,1,100,7.6,950,5
3,11,0,1,50,6.4,2319,5
0,0,0,0,0,6.9,2154,5
0,1,0,0,100,8.8,1606,3
1,3,0,0,100,7.5,1946,3
3,14,1,2,100,8.4,2185,5
3,17,0,0,0,8.8,512,3
0,0,0,0,100,8.3,1251,4
0,1,0,0,50,6.0,1505,3
0,0,0,0,100,7.6,2424,4
1,3,1,2,0,8.4,2086,3
1,4,0,0,0,9.5,598,3
2,5,0,1,50,5.7,1721,4
1,3,0,2,100,8.0,1904,3
3,15,0,0,100,6.2,549,5
0,1,0,2,100,6.5,645,3
3,12,0,1,100,7.5,1566,4
0,1,1,1,0,7.7,1370,4
3,17,0,1,50,6.8,802,3
2,7,0,1,100,9.6,634,3
0,0,0,1,0,8.7,1957,5
3,17,0,1,100,6.2,2159,3
3,14,0,1,0,6.3,945,4
3,19,0,0,0,7.1,2051,3
0,1,1,2,0,9.0,1082,3
0,0,0,1,100,6.6,1043,3
1,4,0,2,50,5.6,980,3
1,4,0,2,50,9.5,1291,3
2,6,1,1,0,9.9,1776,4
1,2,0,1,0,6.7,1095,3
1,3,1,0,100,5.3,1370,3
3,12,1,0,0,9.0,997,5
2,9,0,2,100,5.7,2129,4
1,3,1,1,0,5.4,1529,4
1,3,0,0,0,8.7,1171,4
1,4,0,0,100,9.4,815,3
2,7,1,0,50,7.5,1584,3
2,5,0,1,100,9.5,2356,5
1,2,0,0,100,5.5,1167,5
3,15,1,0,0,7.3,1147,4
2,5,1,2,0,5.4,2079,5
3,15,0,2,0,8.9,619,3
1,2,0,2,0,7.9,1203,5
1,3,1,0,50,7.3,651,4
3,13,1,0,0,8.5,2388,5
1,4,0,2,100,9.3,1004,5
3,11,1,0,100,7.6,1486,3
1,2,0,1,50,9.6,1299,4
2,6,0,0,0,5.7,2489,4
3,16,1,1,0,6.0,593,5
2,7,0,1,100,8.7,1216,4
1,4,1,2,50,9.6,2003,5
3,10,1,2,50,8.7,2173,5
2,7,1,2,0,9.3,1039,5
0,0,0,0,0,9.4,736,4
0,0,1,0,0,6.7,1930,3
0,0,1,2,0,6.9,1555,3
3,11,0,2,50,9.3,568,4
2,5,1,2,0,9.8,2436,3
3,17,1,0,100,9.2,1810,3
3,17,0,2,50,9.5,1620,5
0,1,1,1,50,5.9,2037,3
0,1,0,1,100,7.4,960,5
0,1,0,0,50,5.9,2411,4
0,0,0,1,100,5.0,619,4
3,16,1,0,100,9.2,1548,4
2,9,0,2,100,8.1,1835,5
0,0,0,1,50,9.5,1800,3
0,0,0,1,50,5.7,1944,3
3,17,0,2,0,7.6,2345,4
